% This file contains 9 sets of sanitized user data drawn from the
% command histories of 8 UNIX computer users at Purdue over the course
% of up to 2 years (USER0 and USER1 were generated by the same person,
% working on different platforms and different projects).  The data is
% drawn from tcsh(1) history files and has been parsed and sanitized to
% remove filenames, user names, directory structures, web addresses,
% host names, and other possibly identifying items.  Command names,
% flags, and shell metacharacters have been preserved.  Additionally,
% **SOF** and **EOF** tokens have been inserted at the start and end of
% shell sessions, respectively.  Sessions are concatenated by date order
% and tokens appear in the order issued within the shell session, but no
% timestamps are included in this data.  For example, the two sessions:
% 
%         # Start session 1
%         cd ~/private/docs
%         ls -laF | more
%         cat foo.txt bar.txt zorch.txt > somewhere
%         exit
%         # End session 1
% 
%         # Start session 2
%         cd ~/games/
%         xquake &
%         fg
%         vi scores.txt
%         mailx john_doe@somewhere.com
%         exit
%         # End session 2
% 
% would be represented by the token stream
% 
%         **SOF**
%         cd
%         <1>                     # one "file name" argument
%         ls
%         -laF
%         |
%         more
%         cat
%         <3>                     # three "file" arguments
%         >
%         <1>
%         exit
%         **EOF**
%         **SOF**
%         cd
%         <1>
%         xquake
%         &
%         fg
%         vi
%         <1>
%         mailx
%         <1>
%         exit
%         **EOF**
% 
% 
% This data is made available under conditions of anonymity for the
% contributing users and may be used for research purposes only.
% Summaries and research results employing this data may be published,
% but literal tokens or token sequences from the data may not be
% published except with express consent of the originators of the data.
% No portion of this data may be released with or included in a
% commercial product, nor may any portion of this data be sold or
% redistributed for profit or as part of of a profit-making endeavor.
% 
% Please direct any questions regarding this data to Terran Lane:
% terran@ecn.purdue.edu.
% 
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation UNIX_user_data

@attribute history INTEGER
@attribute session STRING
@attribute user {USER0,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8}

@data
1268,'cd <1> m <1> cd <1> diff <2> cp <2> ll m <1> bc -l cd <1> cd <1> ll m <1> m <1> <GENSYM:26>/scan -h cd <1> cp <2> cp <2> cp <2> ll cd <1> ll md <1> md <1> md <1> md <1> ll ll <1> foreach ll <1> cd <1> md <1> md <1> md <1> md <1> foreach ll <1> wc -l <1> ll rm -r <2> cd <1> md md <1> md <1> md <1> md <1> foreach ll <1> ll <1> wc -l <1> wc -l <1> cd <1> wc -l <1> ll cd <1> ll cd <1> ll m <1> m <1> m <1> meta.pl -h meta.pl -m <1> > & ! <1> m <1> cd <1> ll cd <1> ll ll cd <1> ll cd <1> find -name -print <2> find -name -print <2> m <1> m <1> m <1> m <1> find -name -exec <4> f <1> find -name -exec <4> find -name -exec <6> ; find -name -exec <7> ; find -name -exec <7> ; find -name -exec <7> ; find -name -print <2> cd <1> find -name -print <2> ll <1> ll <1> ll <1> cd <1> ll m <1>',USER8
1269,'slirp',USER8
1270,'pine pine <1> fg pine pine spy <1> spy <1> | gt spy <1> | gt spy <1> | grep <1> pine',USER8
1271,'X z',USER8
1272,'cd <1> cd <1> cd <1> ll ll <1> ll <1> wc -l <1> ll <1> ll matlab z',USER8
1273,'cd <1> ll setenv m <1> pwd cd <1> ll cd <1> ll mv <2> cd - cd <1> pwd ll m <1> cd pine z',USER8
1276,'X z',USER8
1279,'z',USER8
1280,'pine z',USER8
1281,'X',USER8
1282,'cd <1> ll pwd xlock -mode <1> cd <1> cd <1> ll m <1> mv <3> cd <1> cd <1> cd <1> ll cd <1> ll md <1> cd <1> mv <2> ll mv <2> ll mv <2> mv <2> mv <2> mv <2> ll mv <2> mv <2> ll m <1> z',USER8
1283,'cd <1> ll m <1> vi <1> meta.pl <1> > & ! <1> cd <1> cd <1> ll k <1> k <1> cd <1> k <1> cd <1> cd <1> k <1> k <1> k <1> echo <1> echo <1> man <1> echo <2> echo <2> echo ( ${?FOO} | :splat . . echo <1> vi <1> k <1> vi <1> vi <1> k <1> ll <1> vi <1> ll <1> ll <1> echo <1> k <1> man <1> m <1> setenv <2> echo <1> echo <1> man <1> echo <1> echo <1> cd <1> cd <1> ll m <1> ll cd <1> m <1> cd - ll ll <1> md <2> ll foreach ll <1> cd <1> ll meta.pl meta.pl -h m <1> meta.pl -m <1> > & ! <1> m <1> cd <1> make cd <1> <GENSYM:12>/scan -h <GENSYM:12>/scan -l -M -t -d <3> > ! <1> <GENSYM:12>/scan -l -M -t -d <3> > & ! <1> m <1> k <1> sort -nu <1> cd <1> make cd <1> ll cd <1> find -name -print <2> cd <1> m <1> m <1> touch <1> k <1> cd <1> cd <1> find -name -print <2> find -name -print <2> find -name -print <2> find -name -print <2> find -name -print <2> cd <1> cd <1> ll cd <1> ll ll <1> m <1> <GENSYM:16>/prepare_data.sh ll wc -l <1> wc -l <1> wc -l <1> tail -1000 <1> > <1> wc -l <1> cd <1> wc -l <1> cd <1> wc -l <1> cd <1> cd <1> find -name -print <2> m <1> cd <1> cd <1> rm <1> cp <2> cd <1>',USER8
1284,'pine z',USER8
1285,'cd <1> cd <1> ll matlab z',USER8
1286,'cd <1> latex <1> cd <1> latex <1> z',USER8
1287,'cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> xdvi <1> & cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> z',USER8
1288,'cd <1> find -name -print <4> find -name -print <4> find -name -print <4> cd <1> ll <1> ll <1> cd <1> ll <1> ll <1> cd <1> ll <1> m <1> unsetenv <1> matlab pwd push cd <1> cd <1> ll pwd pop fg cd - m <1> fg cd - ll m <1> f <1> f <1> vf - cd - vi <1> cd - fg m <1> push cd <1> ll rm <1> cp <2> m <1> cp <2> ct vi <1> ll m <1> man <1> paste <4> > <1> m <1> m <1> vi <1> cd - cd <1> vi <1> my_latex <1> vi <1> my_latex <1> my_latex -kd <1> vi <1> my_latex -kd <1> my_latex -kd <1> dvips <1>',USER8
1289,'pine pine date f <1> f <1> pine date findall date pine',USER8
1290,'X z',USER8
1293,'pine z',USER8
1294,'cd <1> man -s <2> man -s <2> man <1> man -s <2> cd cd <1> k <1> xlock -mode <1> w f <1> f <1> telnet <2> cd m <1> telnet <2> telnet <2> cd <1> ll vi <1> cd cd - cd <1> l ll vi <1> vi <1> cd cd <1> ll vi <1> pop cd xlock -mode <1> cd <1> k <1> pop cd ct rm <1> ll cd z',USER8
1295,'cd <1> ll rm <2> ll matlab ll m <1> cd <1> cd <1> find -name -print <2> cd <1> find -name -print <2> fg ll paste <4> > <1> cd <1> paste <4> > <1> cd <1> paste <4> > <1> cd <1> ll rm <1> mv <2> ll m <1> fg cd <1> ll cp <2> rm <2> xdvi <1> rm <1>',USER8
1296,'cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> xdvi <1> & cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> dvips <1> cp <2> z',USER8
1297,'pine z',USER8
1298,'X z',USER8
1300,'z',USER8
1301,'pine z',USER8
1302,'xlock -mode <1> xlock -mode <1> cd <1>',USER8
1303,'cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> xdvi <1> & cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> cd <1> my_latex -kd <1> dvips <1> cp <2> cd <1> my_latex -kd <1> xdvi <1> & cd <1> my_latex -kd <1> z',USER8
1304,'slirp',USER8
1305,'pine cd <1> k <1> fg cd pine',USER8
1306,'pine f <1> finda PINE pine pine pine pine pine <1> pine <1> pine pine pine',USER8
1307,'af <1> X',USER8
1308,'spy <1> ct ll m <1> spy <1> kill <1>',USER8
1309,'spy <1> kill <1> spy <1> z',USER8
1310,'af <1> m <1> ls <1> file <1> ls <1> ls <1> ls <1> ll <1> ct m <1> m <1> m <1> m <1> cd vi <1> chmod <3> k <1> ct m <1> cd m <1> vi <1> man <1> vi <1> X z',USER8
1311,'z',USER8
1312,'z',USER8
1313,'pine z',USER8
1314,'xbiff & ph <1> cd <1> mv <2> vi <1> vi <1> chmod <2> cd This <6> From <5> Date: -0500 <5> ( EST ) From: <2> < <1> > <1> Lisa <1> < <1> > <1> <GENSYM:27> <2> <GENSYM:28> <1> <GENSYM:29> <2> <GENSYM:30> <2> <GENSYM:31> <1> Subject: <1> To: <3> From: <6> Sirs: Our <10> your <10> extent <10> recognised <8> z',USER8
1315,'z',USER8
1316,'stroke_test stroke_test z',USER8
1317,'cd <1> ll cd <1> ll chgrp <2> chmod <2> ll cd <1> ll cd <1> ll zl <1> zl <1> zl <1> z',USER8
1318,'z',USER8
1319,'X z',USER8
1321,'xlock -mode <1> z',USER8
1322,'z',USER8
1323,'pine z',USER8
1324,'X z',USER8
1325,'which <1> which <1> which <1> man -k <1> man <1> which <1> cd <1> ll which <1> talk <2> <GENSYM:11>/talk <2> <GENSYM:24>/talk <2> cd <1> ll cd <1> ll ll <1> cd <1> find -name -print <2> find -name -print <2> cd <1> ll newgrp <1> z',USER8
1326,'pine z',USER8
1327,'pty tty mesg',USER8
1328,'cd <1> k <1> cd grep <2> grep <2> f <1> ct ll k <1> grep -i <2> grep -i <2> ll md <1> cd <1> zcat <1> | tar - <1> ll cd <1> ll m <1> m <1> cd <1> ll ll <1> k <1> ll <1> grep -i <2> k <1> zcat <1> | tar - <1> ll cd <1> ll m <1> ll <GENSYM:1>/configure <GENSYM:32>/lib ll <1> k <1> ct ll xv <1> k <1> ll z',USER8
1329,'cd <1> ll md <1> cd <1> ll chmod <2>',USER8
1330,'X z',USER8
1333,'cd <1> ll ll <1> cd <1> md <1> cd <1> md <1> push ct ll cd <1> ll md <1> pop cd <1> ll cd <1> ll cd <1> ll m <1> bc -l ll cd <1> ll mv <2> com <1> ls vi <1> ll m <1> mv <2> uc <1> gv <1> z',USER8
1334,'pine z',USER8
1335,'pine findall spy <1> z',USER8
1336,'pine ph <1> z',USER8
1337,'z',USER8
1338,'pine pine <1> pine <1> ct cd <1> ll ll <1> cd <1> ll m <1> reset ll ll <1> find -name -o -name -print <3> find <2> (',USER8
1339,'cd <1> k <1> cd z',USER8
1340,'pine pine cd <1> ll cd <1> ll m <1> cd fg z',USER8
1341,'X X z',USER8
1342,'man <1> which <1> m ` which <1> ` cd <1> cd <1> ll cd <1> ll cd <1> ll m <1> ll grep <2> grep <2> grep <2> grep <2> grep <2> rep -i <2> grep -i <2> push cd <1> ll cd <1> k <1> pop cd <1> ll m <1> k <1> push ct ll md <1> cd <1> uudecode <1> ll tar <2> | m mv <2> uudecode <1> ll tar <2> z',USER8
1344,'pine z',USER8
1345,'findall f <1> df df -k bc -l math z',USER8
1347,'findall cd <1> lkl ll vi <1> cut -f <1> < <1> > <1> vi <1> m <1> vi <1> cut -f2 < <1> > <1> cut -f2 < <1> > ! <1> m <1> vi <1> matlab mv <2> fg cat > <1> m <1> fg cat >> <1> m <1> fg cat >> <1> vi <1> pine <1> rm <1> rm <1> ll fg cd uptime spy <1> pine m <1> fg vi <1> mv <2> chmod <2> fg findall fg pine z',USER8
1350,'pine z',USER8
1352,'cd <1> cd <1> ll df -k <1> z',USER8
1353,'tail -50 <1> | m z',USER8
1354,'pine f <1> telnet <2> cd <1> ll cd <1> ll cd <1> ll cd <1> ll k <1> k <1> ll exit',USER8
1355,'slirp',USER8
1356,'pine pine tail -100 <1> | m emacs -nw fg cd <1> k <1> fg cd <1> ll cd <1> ll cd <1> ll <1> k <1> ll cd <1> ll <1> ll cd <1> cd <1> ll cd <1> ll <1> cd <1> ll cd <1> k <1> cd <1> ll cd fg k <1>',USER8
1357,'pine 25 c reset pine cd <1> k <1> z',USER8
1358,'pine z',USER8
1359,'pine X z',USER8
1360,'f <1> ph f <1> z',USER8
1362,'pine z',USER8
1363,'cd <1> ll cd <1> kk ll md <1> cd telnet <2> z',USER8
1364,'pine view <1> fg',USER8
1366,'ct ll chmod <2> ll ncftp <1> ncftp -u <1> vi <1> mv <2> ll lpr -P <2> lpq -P <1> r <1> lpq -P <1> fg lpq -P <1> lock fg z',USER8
1367,'pine cd <1> ll cd cd <1> ll rm <1> ll <1> ll <1> m <1> rm <1> ncftp <1> ll cd <1> ll newgrp <1> z',USER8
1368,'cd <1> ll mv <2> ll chmod <2> ll mv <2> ll zcat <1> | tar - <1> ll cd <1> ll vi <1> ll <1> ll <1> ll <1> fg ll <1> fg cd <1> ll md <1> ll chmod <2> ll cd - make <1> m <1> mv <2> lock z',USER8
1369,'X z',USER8
1370,'cd <1> ll md <1> cd <1> mv <2> ll k <1> ct ll cd <1> ll ll <1> ll <1> cd cd <1> ll f <1> f <1> f <1> newgrp <1> ll cd <1> ll pop cd cd <1> cd <1> k <1> f <1> f <1> z',USER8
1372,'newgrp <1> z',USER8
1373,'pine z',USER8
1374,'cd <1> ll cd <1> ll m <1> ll m <1> ll <1> ll <1> ll <1> ln <2> cd <1> cd <1> ll chmod -R <2> ll ll <1> cd <1> xv & cd <1> ll ll <1> m <1> cd <1> vi <1> cd <1> ll chmod -R <2> ll umask umask <1> umask mv <2> ll chmod <2> zcat <1> | tar - <1> cd <1> ll <GENSYM:1>/configure m <1> manke make m <1> make <2> make <2> make <3> cd <1> mv <2> cd <1> ll cp <2> ll chmod <2> vi <1> vi <1> vi <1> ll ll <1> cd <1> ll k <1> ll <1> cd - z',USER8
1375,'cd <1> ll chmod <2> ll chown <2> mv <2> ll md <1> ll <1> ll chmod <2> ll ll <1> ll <1> ll <1> ll <1> chmod -R <3> ll <1> chmod <2> z',USER8
1376,'slirp',USER8
1377,'pine f <1>',USER8
1378,'pine cd <1> ll k <1> z',USER8
1379,'pine pine m <1> fg fg',USER8
1380,'sliep slirp',USER8
1381,'pine telnet <1> telnet <1> pine pine',USER8
1383,'X ct k <1> r <1> r <1> cd m <1> cd <1> ll file <1> cd m <1> cd <1> ll cd <1> m <1> ll z',USER8
1384,'pine z',USER8
1385,'r <1> z',USER8
1386,'cd <1> ll <1> tail <1> pine cp <2> cd cd <1>',USER8
1387,'xlock -mode <1> xlock -mode <1> z',USER8
1388,'X z',USER8
1389,'ct m <1> ll k <1> k <1> zl <1> cd <1> ll cd <1> ll cd <1> ll cd <1> find -name -print <2> push ct zl <1> k <1> zl <1> pop find -name -print <2> newgrp <1> z',USER8
1391,'pine z',USER8
1392,'ct ll m <1> pgp <1> k <1> rm <1> ncftp <1> ll gv <1> ct cd cd <1> ll cd <1> ll mv <2> com <1> uc <1> gv <1> cd cd <1> m <1> cd lpstat man <1> ct ncftp <1> ll k <1> cd <1> ll ll <1> cp <2> uc <1> k <1> cp <2> uc <1> k <1> cp <2> uc <1> k <1> ll <1> k <1> k <1> k <1> lan <1> man <1> lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> pop cd cd <1> ll k <1> ct ll pgp <1> file <1> k <1> tar <2> tar <2> cd cd <1> ll mv <2> push ct cd <1> ll cd <1> rd <1> tar <2> rm <2> kk ll pop ll cd <1> ll ct unrm <1> pgp <1> tar <2> cd - mv <2> com <1> mv ` tstr ` <2> ll ct ll z',USER8
1393,'cd <1> cd <1> ll cp <2> cp <2> chmod <2> ll cp <2> k <1> cp <2> emacs -nw z',USER8
1394,'pine',USER8
1395,'tail <1> findall write <1> write <2> write <2> nn mailx <1> cd <1> ll cd cd <1> kk ll vi <1> pine cd cd <1> ll cd <1> cd <1> kk ll m <1>',USER8
1396,'pine',USER8
1397,'pine',USER8
1398,'X z',USER8
1401,'echo <1> man <1> setenv <2> man <1> cd <1> ll ll <1> mv <2> cd man <1> man <1> cd <1> ll df -k <1> cd <1> ll du cd <1> ll cd <1> ll ll <1> ll <1> vi <1> ll <1> rm <1> cd <1> ll zcat <1> | tar - <1> ct zcat <1> | tar - <2> ll zcat <1> | tar - <2> ll zcat <1> | tar - <2> ll cd <1> ll m <1> ll makeinfo mv <2> cd <1> ll chmod <2> ll vi <1> cd man <1> man <1> kinit z',USER8
1402,'pine z',USER8
1403,'r -l <2> r -l <2> z',USER8
1404,'r <1> r <1> r <1> r <1> z',USER8
1405,'pine pine',USER8
1406,'X z',USER8
1409,'z',USER8
1410,'z',USER8
1411,'pine cd <1> ll cd <1> ll z',USER8
1412,'pine',USER8
1413,'z',USER8
1414,'ct nslookup <1> > <1> m <1> m <1> vi <1> math cat <1> fg nslookup <1> fg cat <1> fg rm <1> z',USER8
1415,'slirp',USER8
1416,'pine pine telnet <1> telnet <1> pine 25 reset pine f <1> f <1> fg cd <1> ln -s <2> cd fg',USER8
1417,'X z',USER8
1418,'cd <1> ll cp <2> chown <2> chgrp <2> chmod <2> vi <1> ll <1> k <1> cd <1> k <1> z',USER8
1420,'pine z',USER8
1421,'bc -l f <1> telnet <2> cd <1> ll md <1> cd <1> ct mv <3> cd - m <1> mv <2> k <1> telnet <2> ct ll m <1> emacsclient <1> cd cd <1> k <1> cd cd <1> ll mv <2> m <1> vi <1> mailx <1> < <1> z',USER8
1422,'which <1> pine cd <1> cd <1> ll vi <1> z',USER8
1423,'pine z',USER8
1424,'X z',USER8
1425,'pine z',USER8
1428,'k <1> cd <1> ll cd <1> ll cd <1> ll m <1> ll m <1> rm <1> cd <1> ll ll <1> ll <1> ll <1> ll <1> ll <1> ll <1> ll <1> ll <1> ll cd cd <1> ll md <1> cd <1> ll ruptime z',USER8
1429,'emacs -nw ph cd <1> ll vi <1> ll vi <1> cd',USER8
1430,'pine',USER8
1431,'pine f <1> fg',USER8
1432,'X z',USER8
1434,'pine z',USER8
1435,'ct m <1> pgp <1> m <1> cd cd <1> k <1> cd ct ll cat <1> >> <1> vi <1> z',USER8
1437,'cd <1> ll <GENSYM:12>/scan -h z',USER8
1438,'qu cd <1> ll k <1> cd <1> k <1> cd pine telnet <1>',USER8
1439,'cd <1> ll rm <2> rm <1> du cd ll m <1> rm <1> chmod <2> ll rm <1> qu set unset <1> m <1> m <1> m <1> rm <1> ll',USER8
1440,'pine cd <1> m <1> vi <1> ll cd <1> ll chmod <2> ll chmod <2> chmod <2> ll cd <1> ll cd <1> ll cd <1> ll ll <1> cd <1> ll ll <1> ll <1> m <1> ll ll <1> cd <1> ll <1> m <1> m <1> ll <1> m <1> ll <1> m <1> cd f <1> f <1> f <1> pine cd <1> ll cd <1> ll mailx <1> dvips <1> mv <2> cd <1> ll mv <2> cp <2> cd <1> ll md <1> mv <2> mv <2> mv <2> cd <1> ll com <1> ll ct ll rm <1> rm <1> ll <1> rd <1> cd vi <1> fg f <1> f <1> f <1> fg vi <1> fg cd - cd cd <1> ll cp <3> cd fg ct uc <2> fg cd - cd <1> ll cd <1> ll cd <1> ll m <1> ll tar <3> com <1> mv <2> ct uuencode <2> > <1> k <1> fg ll <1> ll <1> fg cd ll <1> ll <1> ll <1> fg ll <1> fg ll <1> fg k <1> fg f <1> telnet pine emacs -nw cd <1> ll md <1> cp <2> cp <2> cp <2> fg ll ll <1> fg ll ll <1> cp <2> which <1> s <1> which <1> emacs -nw cd',USER8
1441,'X z',USER8
1444,'which <1> vi <1> vi <1> vi <1> pine z',USER8
1445,'cd <1> ll cd <1> cd <1> cd <1> ll rm -rf <1> ll rm -rf <2> df -k <1> ll du <1> du -k <1> rm -rf <1> df <1> df -k <1> mailx',USER8
1446,'cd <1> ll cd <1> ll ct ll ll <1> ll k <1> k <1> cp <2> cd ll <1> z',USER8
1447,'cd <1> ll <1> rm <3> cd <1> cd <1> ll cd cd <1> ll ll z',USER8
1448,'ll ll ll <1> ll <1> cd ll ls cd <1> ll <1> ll <1> ll <1> ll <1> cd touch <1>',USER8
1449,'ll <1> ll <1> rm <1> du > <1> & which <1> emacs -nw talk <1> fg uptime emacs cd <1> k <1> k <1> cd cd <1> cd <1> ll cd <1> ll -R cd <1> ll -R cd <1> ll -R cd',USER8
1450,'cd <1> ll cd <1> cd cd <1> vi <1> cd <1> k <1> k <1> ll <1> man <1> man <1> man <1> cd cd <1> make make make > & ! <1> k <1> make > & ! <1> m <1> make make make <GENSYM:1>/scan -h cd <1> ll <GENSYM:12>/scan -l -T -t -d -c <3> > & ! <1> cd <1> vi <1> make <2> cd <1> h <GENSYM:12>/scan -l -T -t -d -c <3> > & ! <1> gdb <2> cd <1> make make cd <1> <GENSYM:12>/scan -l -T -t -d -c <3> > & ! <1> m <1> m <1> gdb <2> cd <1> make cd - <GENSYM:12>/scan -l -T -t -d -c <3> > & ! <1> m <1> cd <1> push cd cd <1> ll cd qu cd <1> cd <1> ll m <1> k <1> cd rm -rf <1> cd <1> ll m <1> cd <1> ll <1> cd <1> ll tar - <2> | ( cd <1> ; tar - <1> ) tar - <2> | ( cd <1> ; tar - <1> ) ll <1> ll <1> rm -rf <1> ll cd <1> ll cd <1> ll du cd <1> ll du <1> ll <1> mv <2> ll ll <1> ll <1> du <1> qu ll ll <1> rm -rf <1> cd <1> ll ll <1> rm -rf <1> ll <1> ll ll <1> rd <1> ll <1> ll <1> ll <1> cd <1> ll rm <1> rm <2> zcat <1> | tar - <1> rm <1> qu qu cd <1> ll ll cp <2> cp <2> m <1> du ll ll du qu pop make cd <1> <GENSYM:12>/scan -l -T -t -d -c <3> > & ! <1> m <1> <GENSYM:12>/scan -m -l -T -t -d -c <4> > & ! <1> m <1> cd <1> make cd - <GENSYM:12>/scan -h <GENSYM:12>/scan -m -l -T -t -d -c <4> > & ! <1> m <1> cd <1> cp <2> cd <1> ll <GENSYM:16>/scan -h ll ll <1> rm -rf <2> push cd <1> cd <1> ll md <1> mv <2> pop ll md <1> ll <1> cd <1> ll ln -s <2> ll cd <1> ll rm -rf <2> & md <1> cd <1> ln -s <2> cd <1> cd <1> rm -rf <2> & md <1> cd <1> ln -s <2> ll <1> cd <1> rd <1> cd <1> rm -rf <2> & md <1> cd <1> ln -s <2> ll cd <1> cd <1> cd <1> k <1> cp <2> ll m <1> vi <1> cd <1> ll <GENSYM:1>/runall.sh > & ! <1> & m <1> ruptime ruptime spy <1> uptime uptime ruptime cd <1> ll cd <1> ll df -k <1> ll <1> ll <1> m <1> cd <1> ll rm -rf <8> bg cd <1> cd <1> ll rm -rf <6> & cd <1> rm -rf <6> & cd <1> ll ll <1> m <1> cd <1> cd <1> jobs cd <1> cd <1> ll cd <1> llk ll m <1> gdb <2> cd <1> ll cd <1> ll m <1> m <1> grep <2> ll grep <2> cd <1> grep <2> cd <1> grep <2> m <1> m <1> cd <1> ll cd <1> grep <2> cd <1> ll cd <1> grep <2> cd <1> cd <1> cd <1> find -name <4> find -name -exec <8> ; <GENSYM:33>/res',USER8
1451,'slirp',USER8
1452,'findall talk <2> cd <1> ll cd <1> ll cd <1> ll tail <1> cd',USER8
1453,'date z',USER8
1454,'emacs -nw',USER8
1455,'cd <1> ll find -name -print <4> | xargs <2> > ! <1> k <1> z',USER8
1456,'slirp',USER8
1457,'emacs -nw emacs -nw ll <1> mv <2> md <1> mv <2> ll <1> emacs -nw ll <1> fg ll <1> m <1> fg fg emacs-nw emacs -nw',USER8
1458,'cd <1> k <1> cd cd <1> cd <1> cd <1> ll cd <1> ll ll <1> m <1> ll <1> m <1> k <1> k <1> cd <1> cd <1> ll m <1> cd <1> cd <1> ll m <1> ll <1> m <1> m <1> m <1> ll <1> m <1> m <1> cp <2> ll ll <1> cd <1> cd <1> ll cd - cd - push cd <1> cp <2> m <1> pop cd <1> <GENSYM:21>/glom_data.sh ll ll <1> m <1> rm <1> ll m <1> qu push cd <1> h cp <2> pop <GENSYM:21>/glom_data.sh ll k <1> cd - cp <2> cd - <GENSYM:21>/glom_data.sh vi <1> k <1> fg cd <1> cd <1> <GENSYM:21>/glom_data.sh push cd <1> cp <2> pop <GENSYM:21>/glom_data.sh k <1> fg k <1> cd <1> m <1> telnet <1> vi <1> telnet <1> cd cd <1> cd <1> ll k <1> ll ll ll com <1> ll chmod <2> ll cd <1> ll cd k <1>',USER8
1459,'jobs <1> spy <1> kill <1> spy <1> spy <1> kill <1> spy <1> kill -HUP <1> spy <1> kill -HUP <1> spy <1> z',USER8
1461,'spy <1> z',USER8
1462,'slirp',USER8
1463,'cd <1> m <1> m <1> cd <1> ll cd <1> ll <GENSYM:21>/glom_data.sh > & ! <1> & cd emacs -nw cd - cd <1> ll cd fg emacs -nw z',USER8
1464,'cd <1> ll cd k <1> emacs -nw X z',USER8
1467,'ph <1> ct ll k <1> uudecode <1> ll tar <2> uudecode <1> ll ll rm <3> ll rm <2> uudecode <1> ll k <1> ll man <1> ll <1> which <1> k <1> uudecode <1> ll rm <1> k <1> uudecode <1> ll uudecode <1> ll ll rm <2> ll cd cd <1> ll du <1> mv <2> mv <2> tar - <2> | ( cd <1> ; tar - <1> ) mv <2> ln -s <2> ll du <1> cd <1> ll <1> ll <1> ll rm <1> ct cd - ll cd <1> rm <1> rd <1> ll ct m <1> ll chmod <2> cp <2> <GENSYM:1>/pine2emacs < <1> ll m <1> vi <1> cat <1> >> <1> cd <1> ll cd <1> cd <1> ll cd cd <1>',USER8
1468,'cd <1> ll cd <1> ll f <1> cd cd <1> ll cd <1> ll m <1> cd <1> ll rm <1> cd <1> cd <1> ll cd <1> ll cd <1> ll mv ` tstr ` <2> com <1> ll chmod <2> zcat <1> | ( cd <1> ; tar - <1> ) cd <1> ll cd <1> ll mv ` tstr ` <2> ll cat <1> | ( cd <1> ; tar - <1> ) ll com <1> cd <1> ll cd <1> cd <1> ll mv <2> cat <1> | ( cd <1> ; tar - <1> ) com <1> ll chmod <2> ll <1> cd <1> cd <1> m <1> cd <1> cd <1> ll cd <1> cd <1> ll mv <2> ll chmod <2> cat <1> | ( cd <1> ; tar - <1> ) cd <1> mv <2> cat <1> | ( cd <1> ; tar - <1> ) ll com <1> cd - ll com <1> ll cd cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll ll cd <1> ll du <1> du <1> ll ll ll <1> ll <1> cd m <1> mv <2> cd <1> ll m <1> cd m <1> rm <1> cd <1> k <1> qu ct ll cd cd <1> ll cd <1> ll gdb <2> gdb <2> k <1> fg z',USER8
1469,'kbd_mode -a reset z',USER8
1470,'cd <1> ll k <1> cd <1> cd <1> ll k <1> cd <1> ll k <1> z',USER8
1471,'slirp',USER8
1472,'emacs -nw findall z',USER8
1473,'cd <1> ll ll <1> f <1> <GENSYM:21>/glom_data.sh > & ! <1> & talk <2> k <1> k <1> cd <1> k <1> k <1> cd - k <1> ruptime z',USER8
1474,'lynx slirp',USER8
1475,'z',USER8
1476,'slirp',USER8
1477,'ll <1> ll <1> cd <1> ll m <1> cd',USER8
1478,'slirp',USER8
1479,'emacs -nw f <1> talk <1> f <1> talk <1> fg findall',USER8
1480,'X z',USER8
1482,'cd <1> cd <1> ll cd <1> ll zcat <1> | tar - <1> cd <1> ll grep <2> k <1> z',USER8
1484,'findall cd <1> ll k <1> ll cp <2> k <1> k <1> k <1> k <1> k <1> k <1> z',USER8
1485,'emacs -nw z',USER8
1486,'emacs -nw f <1> f <1> fg X z',USER8
1488,'cd <1> ll z',USER8
1489,'cd <1> cd <1> ll k <1> cd <1> k <1> z',USER8
